masked_dep_acct_num,masked_bank_num,masked_account_type,masked_id,masked_product_code,bucket_days_since_open,number_of_owners,total_deposit_amount,item_amt,deposit_dt,channel,relationship_balance,oao_flg,onus_ind,treasury_check_ind,heloc_ind,rdis,max_deposit_amount30d,total_deposit_item_count,prevtran1,prevtran2,prevtran3,prevtran4,prevtran5,prevtran6,prevtran7,prevtran8,prevtran9,prevtran10,prevtrandate1,prevtrandate2,prevtrandate3,prevtrandate4,prevtrandate5,prevtrandate6,prevtrandate7,prevtrandate8,prevtrandate9,prevtrandate10,drawee_sum,drawee_cnt,drawee_avg,drawee_max,drawee_min,RDI_DT,RETURN_REASON,return_target,over_draft_amount,month_num
2551,0,0,4837,0,5000+,2,1161.99,445.23,2024-10-11,TELLER,24584,N,F,N,N,,18517.53,2,1196.05,391.54,388.75,483.09,102.99,165.19,226.89,100.0,,,4.0,6.0,11.0,15.0,21.0,26.0,74.0,81.0,,,9170.35,5.0,1834.07,2827.9,1189.51,,,0,0,10
15222,0,0,28907,0,5000+,1,3437.09,3437.09,2024-07-20,TELLER,8866,N,F,N,N,,3437.09,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7
21440,0,0,1904,1,0-1000,1,876.17,595.38,2024-05-17,TELLER,11451,N,T,N,N,,939.58,3,100.0,176.75,440.14,179.33,530.42,1273.41,100.0,1062.19,373.98,268.75,0.0,12.0,15.0,32.0,33.0,45.0,53.0,56.0,57.0,70.0,57844.23,3.0,19281.41,23782.63,15632.11,,,0,20,5
23646,0,0,19785,0,5000+,2,318.14,100.01,2024-07-20,TELLER,150827,N,F,N,N,,3823.56,1,741.87,100.0,100.0,176.87,221.76,740.74,175.24,175.64,661.91,407.39,0.0,7.0,12.0,21.0,44.0,68.0,106.0,111.0,115.0,116.0,,,,,,2024-07-28,10.0,1,0,7
244,0,2,16115,15,0-1000,1,709.55,709.55,2024-07-31,TELLER,5340,N,F,N,N,4.0,3705.91,1,703.55,585.29,,,,,,,,,7.0,41.0,,,,,,,,,9502.56,3.0,3167.52,3167.52,3167.52,2024-08-13,10.0,1,0,7
19860,0,0,17064,1,5000+,2,616.87,561.46,2024-03-20,TELLER,5833,N,F,N,N,,561.46,1,1394.74,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,0,0,3
800,0,0,14278,1,2000-5000,1,318.28,318.28,2024-09-09,TELLER,6775,N,F,N,N,1.0,577.86,1,699.6,100.0,1019.71,1310.22,223.09,100.0,122.23,100.0,1238.0,284.77,7.0,17.0,23.0,34.0,35.0,40.0,53.0,65.0,70.0,75.0,2254.53,1.0,2254.53,2254.53,2254.53,2024-09-29,10.0,1,0,9
24364,0,2,22978,4,5000+,2,1913.25,1913.25,2024-04-10,TELLER,13104,N,T,N,N,,1913.25,1,373.53,272.09,5537.71,911.33,2527.01,690.77,,,,,2.0,5.0,12.0,30.0,66.0,77.0,,,,,,,,,,,,0,0,4
19099,0,1,29574,0,5000+,2,314.86,314.86,2024-07-09,TELLER,2062,N,F,N,N,,997.34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7
20783,0,0,6920,5,5000+,2,1725.51,909.5,2024-07-24,TELLER,968,N,F,N,N,1.0,909.5,1,2241.64,100.0,1755.24,400.93,11051.52,19888.18,1180.2,153.37,1612.59,1042.97,1.0,2.0,22.0,67.0,75.0,85.0,90.0,91.0,105.0,120.0,930.59,1.0,930.59,930.59,930.59,2024-07-29,10.0,1,0,7
11790,0,2,20386,0,5000+,1,100.56,100.01,2024-02-26,TELLER,7437,N,F,N,N,1.0,394.34,2,100.0,100.0,120.31,234.64,,,,,,,0.0,2.0,11.0,15.0,,,,,,,,,,,,2024-03-01,16.0,1,0,2
18270,4,0,18412,1,5000+,1,203.96,203.96,2024-06-06,TELLER,44033,N,F,N,N,,805.11,1,100.69,291.23,102283.86,480.22,489.68,233.29,317.27,134.87,5101.51,176.14,5.0,14.0,25.0,29.0,43.0,57.0,64.0,72.0,74.0,80.0,,,,,,,,0,0,6
10331,0,0,8549,2,0-1000,2,488.71,488.71,2024-08-22,TELLER,-429,N,F,N,N,,1062.78,3,424.19,2568.65,1139.12,205.69,127.86,3559.43,256.77,2178.51,100.0,216.24,2.0,16.0,28.0,32.0,45.0,50.0,64.0,66.0,75.0,87.0,,,,,,,,0,1,8
10523,0,0,24176,0,5000+,2,100.56,100.01,2024-03-09,TELLER,1168,N,F,N,N,,1646.62,1,100.0,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,0,0,3
2788,0,0,18634,2,5000+,1,624.73,224.31,2024-04-03,TELLER,6054,N,F,N,N,,515.35,1,1665.95,161.71,313.02,100.0,100.0,161.4,100.0,238.05,,,5.0,6.0,35.0,47.0,60.0,77.0,86.0,97.0,,,,,,,,,,0,0,4
4420,0,0,6293,0,5000+,2,2135.48,1701.23,2024-11-20,TELLER,2118,N,F,N,N,,1701.23,1,1070.44,2105.32,1418.41,1123.43,6400.3,6862.71,1161.58,,,,2.0,11.0,31.0,34.0,62.0,75.0,81.0,,,,,,,,,,,0,0,11
11758,1,0,9861,5,2000-5000,2,422.54,422.54,2024-08-17,TELLER,12701,N,F,N,N,1.0,1668.41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8
5392,0,0,13553,0,1000-2000,1,3870.81,3870.81,2024-10-18,TELLER,10076,N,F,N,N,1.0,3870.81,2,6891.09,365.41,6147.24,4163.62,405.48,2002.75,12139.72,1144.0,3165.58,5636.23,1.0,37.0,54.0,86.0,88.0,108.0,113.0,118.0,131.0,155.0,,,,,,2024-10-27,1.0,1,0,10
13701,0,0,1349,0,5000+,1,1033.04,1033.04,2024-07-01,TELLER,1321,N,F,N,N,,1033.04,1,,,,,,,,,,,,,,,,,,,,,1183.44,1.0,1183.44,1183.44,1183.44,,,0,0,7
8597,0,0,21464,4,5000+,1,154.19,154.19,2024-03-25,TELLER,24963,N,F,N,N,,968.23,2,,,,,,,,,,,,,,,,,,,,,1172.37,3.0,390.79,390.79,390.79,,,0,0,3
4042,5,1,19893,6,2000-5000,1,4271.28,3534.91,2024-08-12,TELLER,47003,N,F,N,N,,3534.91,1,2427.94,3498.42,5417.33,12476.95,4018.32,4954.31,2043.46,3150.42,1238.13,1666.82,0.0,13.0,17.0,38.0,43.0,81.0,91.0,103.0,118.0,127.0,,,,,,,,0,0,8
8852,0,0,26133,5,0-1000,1,1744.09,1565.33,2024-03-04,TELLER,19506,N,F,N,N,,3278.49,1,510.78,348.68,189.58,1084.44,998.24,1357.15,2096.78,809.9,272.4,,1.0,5.0,30.0,59.0,69.0,96.0,101.0,103.0,106.0,,115.07,1.0,115.07,115.07,115.07,,,0,0,3
11778,0,0,3906,1,2000-5000,1,981.63,981.63,2024-03-25,TELLER,5749,N,F,N,N,3.0,4986.97,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
22964,0,0,23957,1,5000+,1,2352.65,2352.65,2024-05-13,TELLER,9455,N,F,N,N,3.0,2352.65,1,2518.67,359.39,,,,,,,,,0.0,17.0,,,,,,,,,,,,,,,,0,0,5
16909,0,0,8785,2,5000+,1,224.7,224.7,2024-07-31,TELLER,3253,N,F,N,N,,882.43,1,,,,,,,,,,,,,,,,,,,,,39872.01,3.0,13290.67,16622.16,10626.9,,,0,0,7
15060,0,0,15360,4,0-1000,1,949.9,949.9,2024-02-19,TELLER,47656,N,F,N,N,,1140.38,3,,,,,,,,,,,,,,,,,,,,,4881.46,2.0,2440.73,3326.2,1790.98,2024-02-24,1.0,1,0,2
2528,0,0,30682,1,5000+,1,282.37,282.37,2024-06-07,TELLER,22333,N,F,N,N,1.0,5873.33,1,100.0,100.0,100.0,201.71,1336.86,773.5,424.5,324.15,,,7.0,27.0,30.0,35.0,37.0,58.0,63.0,70.0,,,,,,,,,,0,0,6
6365,0,1,22043,1,0-1000,1,2303.76,1735.13,2024-08-08,TELLER,67852,N,F,N,N,,1735.13,3,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-09,1.0,1,0,8
19715,0,0,14556,1,5000+,1,3865.93,3865.93,2024-07-12,TELLER,13242,N,F,N,N,,3865.93,3,393.5,162.46,,,,,,,,,1.0,19.0,,,,,,,,,,,,,,,,0,0,7
9997,0,2,5059,1,5000+,1,837.64,837.64,2024-07-28,TELLER,1968,N,F,N,N,0.0,844.53,2,402.66,3045.42,,,,,,,,,5.0,11.0,,,,,,,,,,,,,,,,0,0,7
7232,6,0,31398,0,1000-2000,2,2650.81,2650.81,2024-11-13,TELLER,4995,N,F,N,N,1.0,2720.86,1,1921.77,,,,,,,,,,0.0,,,,,,,,,,,,,,,2024-11-15,1.0,1,0,11
16390,0,0,14099,12,5000+,1,499.62,499.62,2024-11-26,TELLER,14144,N,F,N,N,,1553.78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11
21838,3,2,27087,1,0-1000,2,4339.69,3409.15,2024-10-18,TELLER,863,N,T,N,N,,22995.57,1,,,,,,,,,,,,,,,,,,,,,6636.42,1.0,6636.42,6636.42,6636.42,,,0,0,10
171,0,0,5897,5,5000+,2,445.8,341.36,2024-08-13,TELLER,22775,N,F,N,N,,9045.32,14,100.0,4729.97,,,,,,,,,14.0,21.0,,,,,,,,,,,,,,,,0,0,8
12738,0,0,30266,11,0-1000,2,692.8,172.09,2024-05-22,TELLER,8718,N,F,N,N,,460.64,1,100.0,738.04,787.64,272.94,125.66,100.0,180.74,,,,28.0,31.0,33.0,36.0,38.0,46.0,84.0,,,,,,,,,,,0,1,5
6836,1,0,22818,0,0-1000,2,1134.26,982.02,2024-08-07,TELLER,360,N,T,N,N,,982.02,4,1746.19,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0,0,8
4891,0,1,7980,1,5000+,1,617.88,617.88,2024-09-17,TELLER,1587,N,F,N,N,,1496.67,1,1030.49,181.87,100.0,388.45,2283.75,100.0,528.79,1159.31,339.06,227.1,7.0,13.0,35.0,40.0,70.0,73.0,91.0,108.0,120.0,130.0,,,,,,,,0,0,9
4166,0,0,11391,1,5000+,2,2936.6,2936.6,2024-06-10,TELLER,10214,N,T,N,N,,2936.6,1,2672.52,6558.57,1123.13,3300.68,4808.72,1516.9,3593.76,5489.83,1740.94,5157.1,5.0,11.0,23.0,31.0,44.0,50.0,65.0,79.0,102.0,136.0,1115.38,1.0,1115.38,1115.38,1115.38,,,0,0,6
21621,0,0,6932,1,2000-5000,1,259.64,259.64,2024-07-17,TELLER,24677,N,T,N,N,,259.64,1,2582.88,248.88,209.2,147.41,218.18,532.06,100.0,,,,0.0,17.0,28.0,32.0,33.0,37.0,45.0,,,,,,,,,,,0,0,7
21982,0,0,26568,1,5000+,1,2269.59,2269.59,2024-07-12,TELLER,9589,N,F,N,N,,2269.59,1,100.0,1622.49,6354.74,2676.79,1538.45,761.58,1176.88,713.36,2886.24,15210.33,7.0,11.0,22.0,24.0,75.0,76.0,88.0,114.0,125.0,143.0,,,,,,2024-07-16,2.0,1,0,7
8863,0,0,23651,4,0-1000,0,1013.88,776.61,2024-09-30,TELLER,3223,N,F,N,N,,4398.83,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9
22029,0,0,10157,0,0-1000,1,2293.29,2293.29,2024-03-15,TELLER,1914,N,F,N,N,1.0,2342.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,10.0,1,0,3
5846,0,0,7571,7,0-1000,2,275.48,275.48,2024-10-18,TELLER,693,N,F,N,N,,616.27,1,158.88,315.7,128.95,154.98,,,,,,,0.0,9.0,24.0,42.0,,,,,,,,,,,,,,0,0,10
9883,0,1,26887,4,5000+,1,468.94,468.94,2024-06-12,TELLER,33641,N,F,N,N,2.0,468.94,1,251.3,,,,,,,,,,0.0,,,,,,,,,,,,,,,2024-06-17,1.0,1,0,6
15859,1,0,3455,2,2000-5000,2,774.52,774.52,2024-08-07,TELLER,302,N,F,N,N,7.0,774.52,1,569.29,508.9,2016.91,2143.68,,,,,,,14.0,19.0,31.0,90.0,,,,,,,,,,,,,,0,0,8
16170,1,0,9798,1,2000-5000,2,4094.13,2954.69,2024-02-15,TELLER,9125,N,F,N,N,,2954.69,3,1396.65,753.84,8510.42,3029.64,952.15,1752.59,12521.35,10459.67,4117.55,2608.84,7.0,16.0,22.0,41.0,44.0,71.0,82.0,91.0,109.0,127.0,,,,,,,,0,0,2
23151,0,0,22625,2,5000+,1,1302.33,1302.33,2024-06-24,TELLER,50521,N,F,N,N,,1302.33,1,1775.03,1742.78,338.07,620.21,3299.04,397.1,237.01,11735.97,599.28,3772.42,1.0,11.0,22.0,39.0,46.0,51.0,66.0,118.0,132.0,137.0,,,,,,,,0,0,6
15663,0,0,27589,2,5000+,2,126.7,126.7,2024-07-26,TELLER,2703,N,T,N,N,,6011.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7
23496,3,0,21302,1,5000+,1,262.11,262.11,2024-09-17,TELLER,460,N,F,N,N,,1100.54,1,266.11,100.0,100.0,,,,,,,,14.0,20.0,27.0,,,,,,,,,,,,,,,0,1,9
12531,0,2,3049,12,0-1000,1,623.3,623.3,2024-07-06,TELLER,2150,N,F,N,N,,1670.76,1,241.52,651.11,424.36,8521.57,162.82,233.38,290.41,866.76,1009.06,100.0,7.0,34.0,36.0,40.0,46.0,58.0,65.0,81.0,90.0,112.0,,,,,,,,0,0,7
17623,0,1,16217,4,5000+,2,5195.54,5195.54,2024-08-01,TELLER,7035,N,F,N,N,1.0,5195.54,1,,,,,,,,,,,,,,,,,,,,,3973.15,5.0,794.63,1158.32,545.13,2024-08-08,10.0,1,0,8
12118,0,1,6347,1,5000+,2,6409.71,5506.53,2024-08-29,TELLER,6695,N,F,N,N,,5506.53,1,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,1.0,1,0,8
5018,0,0,19532,0,0-1000,1,9321.8,9321.8,2024-08-06,TELLER,931,N,F,N,N,,9321.8,1,1119.51,1069.69,1784.91,2829.86,5286.97,968.82,2383.63,2199.16,1737.83,716.15,0.0,11.0,13.0,17.0,24.0,30.0,32.0,75.0,90.0,99.0,,,,,,,,0,0,8
20623,0,0,9949,1,0-1000,1,4903.48,4881.21,2024-09-26,TELLER,13536,N,F,N,N,1.0,4881.21,1,24775.04,3998.49,927.36,7728.33,2752.71,12627.52,,,,,2.0,11.0,45.0,53.0,60.0,65.0,,,,,13761.15,5.0,2752.23,3104.15,2440.21,2024-10-10,16.0,1,0,9
682,0,0,27548,1,5000+,2,1444.66,380.46,2024-09-29,TELLER,2285,N,F,N,N,,4999.67,2,392.16,100.0,100.0,100.0,512.69,,,,,,28.0,53.0,99.0,109.0,111.0,,,,,,,,,,,,,0,0,9
5622,0,0,10231,1,1000-2000,2,1772.55,1480.66,2024-07-05,TELLER,13821,N,F,N,N,1.0,1480.66,5,604.14,707.14,2837.88,4751.31,281.27,1332.68,,,,,3.0,13.0,26.0,42.0,53.0,57.0,,,,,,,,,,,,0,0,7
5998,0,0,26772,5,5000+,0,637.42,489.77,2024-10-03,TELLER,6355,N,F,N,N,,489.77,1,100.0,3932.56,219.44,142.65,100.0,396.74,230.5,626.37,483.66,2992.42,14.0,15.0,36.0,69.0,79.0,81.0,110.0,111.0,134.0,161.0,,,,,,,,0,0,10
13389,0,0,29476,2,5000+,0,4801.16,4801.16,2024-06-04,TELLER,18310,N,F,N,N,,4801.16,7,1218.29,2912.81,,,,,,,,,7.0,13.0,,,,,,,,,,,,,,,,0,0,6
20098,0,0,21182,1,5000+,2,133.99,133.99,2024-11-05,TELLER,7097,N,T,N,N,,496.48,1,640.62,410.52,100.0,34185.99,156.06,2741.44,100.0,100.0,112.37,511.8,0.0,60.0,81.0,103.0,113.0,122.0,129.0,135.0,142.0,157.0,,,,,,2024-12-01,1.0,1,0,11
24632,0,0,12874,0,0-1000,1,538.09,532.24,2024-05-05,TELLER,4866,N,F,N,N,,866.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-26,1.0,1,0,5
14454,0,0,962,1,0-1000,2,16309.92,16309.92,2024-03-29,TELLER,4840,N,F,N,N,,16309.92,2,3416.25,7442.92,1617.85,37099.02,1346.65,1654.77,3345.68,17346.87,1369.41,171279.56,7.0,11.0,27.0,46.0,75.0,78.0,120.0,123.0,134.0,141.0,,,,,,,,0,2,3
21780,0,0,6132,8,5000+,1,1430.01,1430.01,2024-06-26,TELLER,769,N,F,N,N,,1430.01,3,17446.7,361.37,3291.23,,,,,,,,0.0,7.0,40.0,,,,,,,,,,,,,,,0,0,6
2538,0,0,28396,2,5000+,2,299.86,299.86,2024-03-05,TELLER,169201,N,F,N,N,,519.1,1,192.58,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,0,0,3
23796,3,0,29487,1,2000-5000,2,571.14,100.01,2024-10-07,TELLER,6402,N,T,N,N,,714.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10
3621,0,0,22271,0,1000-2000,2,237.07,237.07,2024-09-03,TELLER,13309,N,T,N,N,,1113.95,2,100.0,100.0,2305.99,100.0,100.0,149.5,141.6,353.38,100.0,1955.19,7.0,14.0,21.0,25.0,33.0,70.0,78.0,87.0,95.0,101.0,,,,,,,,0,0,9
24490,0,0,30459,1,2000-5000,0,721.02,721.02,2024-11-18,TELLER,7111,N,F,N,N,1.0,2154.03,2,828.88,2088.14,798.21,1928.03,,,,,,,0.0,12.0,25.0,29.0,,,,,,,,,,,,,,0,0,11
16155,0,0,23011,2,2000-5000,1,3003.59,2789.11,2024-05-31,TELLER,15267,N,F,N,N,1.0,17556.59,3,,,,,,,,,,,,,,,,,,,,,1137.38,1.0,1137.38,1137.38,1137.38,,,0,0,5
18793,0,1,17291,0,0-1000,2,191.58,191.58,2024-05-03,TELLER,17365,N,F,N,N,,191.58,1,,,,,,,,,,,,,,,,,,,,,33399.44,8.0,4174.93,6324.3,2756.04,,,0,0,5
3454,0,0,226,0,1000-2000,1,184.9,184.9,2024-04-02,TELLER,100958,N,F,N,N,,7140.35,5,170.76,,,,,,,,,,0.0,,,,,,,,,,6859.96,2.0,3429.98,4226.15,2783.8,,,0,0,4
13005,0,0,22170,0,5000+,1,607.95,607.95,2024-06-03,TELLER,3609,N,F,N,N,,725.21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6
529,0,0,18520,0,0-1000,2,6237.93,5921.91,2024-02-17,TELLER,36155,N,T,N,N,,5921.91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
7410,0,0,24293,0,1000-2000,1,3437.34,2838.21,2024-11-20,TELLER,11908,N,F,N,N,,2838.21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11
17439,0,0,11737,1,5000+,1,406.34,100.01,2024-07-26,TELLER,486,N,T,N,N,,1374.94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7
2601,0,0,4505,1,5000+,2,1391.21,608.75,2024-05-13,TELLER,13353,N,F,N,N,,1340.83,2,3013.78,100.0,585.97,100.0,259.67,,,,,,0.0,2.0,8.0,39.0,57.0,,,,,,,,,,,,,0,0,5
5581,0,0,8587,1,,1,1218.83,1218.83,2024-07-17,TELLER,39938,N,F,N,N,,1218.83,2,819.38,13528.1,304.1,516.3,1878.86,147.42,536.49,10014.21,2029.39,192.67,21.0,23.0,27.0,36.0,57.0,66.0,73.0,102.0,104.0,132.0,,,,,,2024-07-30,1.0,1,0,7
1011,0,0,18222,0,2000-5000,2,666.89,666.89,2024-08-26,TELLER,-2187,N,F,N,N,,1603.08,1,773.61,1234.51,551.88,729.93,293.39,394.2,729.16,172.1,100.0,4988.86,2.0,17.0,35.0,44.0,52.0,56.0,58.0,66.0,73.0,76.0,,,,,,2024-09-13,6.0,1,0,8
24020,0,0,31604,1,5000+,0,225.26,182.22,2024-09-19,TELLER,1330,N,F,N,N,,1702.67,3,100.75,243.21,277.86,132.66,143.47,361.37,106.14,737.99,100.0,181.65,7.0,27.0,37.0,42.0,44.0,51.0,53.0,82.0,90.0,100.0,,,,,,2024-09-29,1.0,1,0,9
1978,3,0,361,1,2000-5000,1,2236.4,2236.4,2024-05-24,TELLER,-99999999,N,F,N,N,,2236.4,3,4892.5,,,,,,,,,,21.0,,,,,,,,,,289.23,1.0,289.23,289.23,289.23,,,0,0,5
8263,0,2,27717,1,5000+,2,1614.53,1614.53,2024-10-01,TELLER,19653,N,F,N,N,1.0,1614.53,1,19195.23,1752.83,,,,,,,,,1.0,6.0,,,,,,,,,541.53,1.0,541.53,541.53,541.53,2024-10-14,1.0,1,0,10
15674,0,0,20397,1,5000+,1,3903.14,3903.14,2024-11-15,TELLER,1878,N,F,N,N,1.0,3903.14,4,1548.75,,,,,,,,,,0.0,,,,,,,,,,1004.4,1.0,1004.4,1004.4,1004.4,,,0,0,11
6046,0,0,9793,8,2000-5000,2,892.39,892.39,2024-11-29,TELLER,351,N,F,N,N,,1824.2,2,3734.55,5990.51,,,,,,,,,4.0,32.0,,,,,,,,,,,,,,,,0,0,11
21693,0,0,21579,0,5000+,2,423.65,423.65,2024-08-30,TELLER,10729,N,F,N,N,,423.65,9,315.58,784.41,132.11,100.0,,,,,,,4.0,58.0,75.0,105.0,,,,,,,199.03,1.0,199.03,199.03,199.03,,,0,0,8
7839,0,1,17006,4,5000+,2,1455.78,1231.38,2024-04-11,TELLER,22647,N,F,N,N,,1231.38,1,324.31,797.58,477.25,1563.55,589.08,300.45,6789.18,2822.68,1053.03,151.97,3.0,8.0,14.0,15.0,20.0,41.0,43.0,46.0,62.0,64.0,444.41,1.0,444.41,444.41,444.41,,,0,0,4
4869,0,1,16181,1,1000-2000,2,277.2,277.2,2024-05-10,TELLER,686,N,F,N,N,0.0,3690.08,2,158.47,273.53,149.44,144.8,1803.02,261.41,115.33,369.49,130.01,1314.41,2.0,7.0,36.0,56.0,64.0,83.0,93.0,97.0,108.0,122.0,,,,,,2024-05-19,10.0,1,0,5
5060,0,0,27287,0,2000-5000,2,3006.15,2053.54,2024-09-19,TELLER,57123,N,F,N,N,,2053.54,3,777.16,1221.11,825.41,2813.45,1805.57,,,,,,2.0,13.0,28.0,39.0,54.0,,,,,,,,,,,2024-09-23,6.0,1,0,9
10204,0,0,20344,1,0-1000,2,5670.54,5574.0,2024-03-06,TELLER,1508,N,F,N,N,,5574.0,4,1587.31,630.53,14219.56,3496.42,352.36,9543.45,13789.31,1322.05,346.36,2525.61,4.0,8.0,18.0,56.0,61.0,62.0,110.0,124.0,134.0,137.0,613.52,2.0,306.76,362.82,259.36,2024-03-09,10.0,1,0,3
10994,4,0,25541,0,5000+,1,204.32,204.32,2024-10-22,TELLER,7558,N,F,N,N,,826.64,1,100.0,153.56,270.04,100.0,133.64,100.0,292.87,293.95,136.94,1169.4,3.0,29.0,40.0,49.0,72.0,100.0,149.0,158.0,186.0,196.0,2078.0,1.0,2078.0,2078.0,2078.0,,,0,0,10
5885,0,0,2986,4,0-1000,3,275.19,275.19,2024-08-07,TELLER,4428,N,F,N,N,,13200.95,1,216.47,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,0,0,8
6494,0,0,29113,0,1000-2000,1,4891.68,4891.68,2024-10-08,TELLER,19061,N,F,N,N,1.0,4891.68,1,,,,,,,,,,,,,,,,,,,,,7880.28,4.0,1970.07,1970.07,1970.07,,,0,0,10
9705,0,0,13832,0,0-1000,1,1947.56,1947.56,2024-08-29,TELLER,23528,N,T,N,N,,2440.31,1,691.0,663.35,1028.25,2353.04,364.82,1410.9,403.03,951.04,1161.96,6780.3,2.0,36.0,49.0,50.0,56.0,94.0,114.0,127.0,134.0,136.0,5447.12,2.0,2723.56,3742.62,1981.98,,,0,0,8
24017,2,0,1173,1,1000-2000,1,734.66,734.66,2024-02-08,TELLER,3238,N,F,N,N,,8094.43,1,554.94,475.08,1337.17,555.22,289.72,3759.86,757.57,3717.76,1575.04,467.47,7.0,14.0,34.0,47.0,62.0,70.0,85.0,109.0,135.0,137.0,15162.35,5.0,3032.47,4677.83,1965.84,,,0,0,2
7982,0,0,28644,1,5000+,1,120.95,120.95,2024-07-24,TELLER,72293,N,F,N,N,,546.31,2,722.72,219.3,,,,,,,,,7.0,21.0,,,,,,,,,1136.74,2.0,568.37,592.47,545.25,,,0,0,7
11670,0,0,11574,0,5000+,2,530.25,530.25,2024-04-12,TELLER,23550,N,F,N,N,2.0,1897.22,1,397.44,1268.17,,,,,,,,,2.0,22.0,,,,,,,,,,,,,,,,0,0,4
13406,2,0,23625,5,2000-5000,1,510.77,510.77,2024-03-18,TELLER,10589,N,T,N,N,,11808.44,1,401.38,100.0,786.14,,,,,,,,14.0,23.0,34.0,,,,,,,,520.2,1.0,520.2,520.2,520.2,,,0,0,3
7286,6,0,22232,1,0-1000,1,373.16,373.16,2024-08-02,TELLER,9960,N,F,N,N,,373.16,1,137.79,582.97,100.0,100.0,308.4,201.89,131.13,420.75,,,0.0,7.0,13.0,19.0,25.0,38.0,56.0,67.0,,,,,,,,,,0,0,8
11630,0,1,713,1,1000-2000,2,876.28,876.28,2024-08-01,TELLER,4654,N,F,N,N,,1377.64,2,1047.31,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,0,0,8
14543,0,0,16393,0,1000-2000,1,100.56,100.01,2024-05-23,TELLER,2908,N,F,N,N,1.0,443.91,1,100.0,,,,,,,,,,1.0,,,,,,,,,,467.3,1.0,467.3,467.3,467.3,,,0,0,5
4037,1,0,26940,4,0-1000,1,835.86,835.86,2024-05-23,TELLER,44579,N,F,N,N,,835.86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
17073,0,0,21925,4,5000+,1,1015.92,1015.92,2024-03-11,TELLER,90545,N,F,N,N,1.0,1015.92,1,6499.02,12779.26,990.81,195.42,6752.69,831.88,,,,,21.0,30.0,42.0,46.0,55.0,73.0,,,,,,,,,,2024-03-27,1.0,1,0,3
24465,0,0,14476,1,2000-5000,1,416.62,416.62,2024-11-18,TELLER,23113,N,F,N,N,,416.62,1,730.96,116.27,24150.81,198.2,178.56,,,,,,7.0,16.0,21.0,27.0,43.0,,,,,,101.5,1.0,101.5,101.5,101.5,,,0,0,11
5070,0,0,27245,12,2000-5000,1,3119.26,3119.26,2024-10-20,TELLER,2185,N,F,N,N,,4146.19,2,1120.26,333.58,1419.02,871.02,,,,,,,14.0,15.0,16.0,23.0,,,,,,,10705.81,1.0,10705.81,10705.81,10705.81,,,0,0,10
17745,0,0,11475,0,2000-5000,0,421.6,276.64,2024-05-14,TELLER,7113,N,F,N,N,,534.83,1,,,,,,,,,,,,,,,,,,,,,4263.46,2.0,2131.73,2290.7,1983.79,2024-05-18,1.0,1,0,5
12153,0,1,13341,1,0-1000,1,1303.7,1303.7,2024-10-21,TELLER,7219,N,F,N,N,,2950.96,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10
6369,0,0,29828,1,5000+,1,3609.38,3609.38,2024-09-05,TELLER,2249,N,F,N,N,0.0,3609.38,1,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-14,1.0,1,0,9
21242,0,0,22362,1,1000-2000,0,1541.01,1541.01,2024-04-03,TELLER,3355,N,T,N,N,,1541.01,1,1057.25,,,,,,,,,,1.0,,,,,,,,,,14277.06,3.0,4759.02,4759.02,4759.02,,,0,0,4
11704,0,0,26758,1,1000-2000,1,332.65,143.69,2024-04-19,TELLER,678,N,F,N,N,,143.69,1,169.07,204.32,,,,,,,,,7.0,31.0,,,,,,,,,,,,,,2024-04-24,1.0,1,0,4
